bul,eng,fin,por,spa,swe
2053918,1268528,1344699,4197395,1494440,3829706	1
2053918,1243159,1344699,4197395,1494440,3829706	1
2053918,1859110,1344699,4197395,1494440,3829706	1
2053918,1859121,1344699,4197395,1494440,3829706	1
3360184,1334000,1344699,4197395,1494440,3829706	1
3360549,1334000,1344699,4197395,1494440,3829706	1
1886336,1334000,1344699,4197395,1494440,3829706	1
456357,1334000,1344699,4197395,1494440,3829706	1
3737759,1334000,1344699,4197395,1494440,3829706	1
1582010,1334000,1344699,4197395,1494440,3829706	1
25095,1334000,1344699,4197395,1494440,3829706	1
240229,1334000,1344699,4197395,1494440,3829706	1
3820885,1334000,1344699,4197395,1494440,3829706	1
1885951,1334000,1344699,4197395,1494440,3829706	1
3654044,1334000,1344699,4197395,1494440,3829706	1
266051,1334000,1344699,4197395,1494440,3829706	1
2646645,1334000,1344699,4197395,1494440,3829706	1
3328449,1334000,1344699,4197395,1494440,3829706	1
1037900,1334000,1344699,4197395,1494440,3829706	1
3162160,1334000,1344699,4197395,1494440,3829706	1
436103,1334000,1344699,4197395,1494440,3829706	1
4499361,1334000,1344699,4197395,1494440,3829706	1
3824027,1334000,1344699,4197395,1494440,3829706	1
954508,1334000,1344699,4197395,1494440,3829706	1
246442,1333999,1344699,4197395,1494440,3829706	1
246442,2054063,1344699,4197395,1494440,3829706	1
246442,1917985,1344699,4197395,1494440,3829706	1
246442,456358,1344699,4197395,1494440,3829706	1
246442,459242,1344699,4197395,1494440,3829706	1
246442,738734,1344699,4197395,1494440,3829706	1
246442,2351630,1344699,4197395,1494440,3829706	1
246442,3635688,1344699,4197395,1494440,3829706	1
246442,545750,1344699,4197395,1494440,3829706	1
246442,587285,1344699,4197395,1494440,3829706	1
246442,3635699,1344699,4197395,1494440,3829706	1
246442,3635700,1344699,4197395,1494440,3829706	1
246442,3014098,1344699,4197395,1494440,3829706	1
246442,1786344,1344699,4197395,1494440,3829706	1
246442,1786345,1344699,4197395,1494440,3829706	1
246442,1786346,1344699,4197395,1494440,3829706	1
246442,1786348,1344699,4197395,1494440,3829706	1
246442,436104,1344699,4197395,1494440,3829706	1
246442,862881,1344699,4197395,1494440,3829706	1
246442,1268528,1344699,4197395,1494440,3829706	1
246442,1243159,1344699,4197395,1494440,3829706	1
246442,1859110,1344699,4197395,1494440,3829706	1
246442,1859121,1344699,4197395,1494440,3829706	1
456357,456358,1344699,4197395,1494440,3829706	1
1582010,456358,1344699,4197395,1494440,3829706	1
456357,459242,1344699,4197395,1494440,3829706	1
25095,459242,1344699,4197395,1494440,3829706	1
25095,738734,1344699,4197395,1494440,3829706	1
1885951,2351630,1344699,4197395,1494440,3829706	1
3654044,3635688,1344699,4197395,1494440,3829706	1
25095,545750,1344699,4197395,1494440,3829706	1
240229,545750,1344699,4197395,1494440,3829706	1
25095,587285,1344699,4197395,1494440,3829706	1
266051,587285,1344699,4197395,1494440,3829706	1
25095,3635699,1344699,4197395,1494440,3829706	1
3328449,3635699,1344699,4197395,1494440,3829706	1
25095,3635700,1344699,4197395,1494440,3829706	1
3328449,3635700,1344699,4197395,1494440,3829706	1
2646645,3014098,1344699,4197395,1494440,3829706	1
1037900,1786344,1344699,4197395,1494440,3829706	1
1037900,1786345,1344699,4197395,1494440,3829706	1
1037900,1786346,1344699,4197395,1494440,3829706	1
1037900,1786348,1344699,4197395,1494440,3829706	1
436103,436104,1344699,4197395,1494440,3829706	1
436103,862881,1344699,4197395,1494440,3829706	1
954508,1268528,1344699,4197395,1494440,3829706	1
954508,1243159,1344699,4197395,1494440,3829706	1
954508,1859110,1344699,4197395,1494440,3829706	1
954508,1859121,1344699,4197395,1494440,3829706	1
2123501,5769210,4357321,3261418,760627,1965534	1
2123501,1176875,4357321,3261418,760627,1965534	1
2123501,5684051,4357321,3261418,760627,1965534	1
2123501,5684052,4357321,3261418,760627,1965534	1
2123501,1327321,4357321,3261418,760627,1965534	1
2123501,1481666,4357321,3261418,760627,1965534	1
2123501,3778455,4357321,3261418,760627,1965534	1
1176908,6763154,4357321,3261418,760627,1965534	1
413789,6763154,4357321,3261418,760627,1965534	1
414905,6763154,4357321,3261418,760627,1965534	1
1176908,5769258,4357321,3261418,760627,1965534	1
413789,5769258,4357321,3261418,760627,1965534	1
414905,5769258,4357321,3261418,760627,1965534	1
1176908,5769210,4357321,3261418,760627,1965534	1
413789,5769210,4357321,3261418,760627,1965534	1
414905,5769210,4357321,3261418,760627,1965534	1
413789,1176875,4357321,3261418,760627,1965534	1
414905,1176875,4357321,3261418,760627,1965534	1
1176908,5684051,4357321,3261418,760627,1965534	1
413789,5684051,4357321,3261418,760627,1965534	1
414905,5684051,4357321,3261418,760627,1965534	1
1176908,5684052,4357321,3261418,760627,1965534	1
413789,5684052,4357321,3261418,760627,1965534	1
414905,5684052,4357321,3261418,760627,1965534	1
1176908,1327321,4357321,3261418,760627,1965534	1
414905,1327321,4357321,3261418,760627,1965534	1
1176908,1481666,4357321,3261418,760627,1965534	1
413789,1481666,4357321,3261418,760627,1965534	1
1176908,3778455,4357321,3261418,760627,1965534	1
413789,3778455,4357321,3261418,760627,1965534	1
414905,3778455,4357321,3261418,760627,1965534	1
4488381,5524077,4357321,3261418,760627,1965534	1
1039389,5524077,4357321,3261418,760627,1965534	1
4488381,5087493,4357321,3261418,760627,1965534	1
1039389,5087493,4357321,3261418,760627,1965534	1
4488381,5769258,4357321,3261418,760627,1965534	1
682688,679554,1190049,785968,2845241,3926860	1
682689,679554,1190049,785968,2845241,3926860	1
682689,800825,1190049,785968,2845241,3926860	1
682688,1633485,1190049,785968,2845241,3926860	1
682689,1633485,1190049,785968,2845241,3926860	1
682688,1902050,1190049,785968,2845241,3926860	1
682689,1902050,1190049,785968,2845241,3926860	1
433630,1673601,1236164,2765559,830092,2242147	1
246588,1673601,1236164,2765559,830092,2242147	1
2549756,1673601,1236164,2765559,830092,2242147	1
3913180,1673601,1236164,2765559,830092,2242147	1
266779,1673601,1236164,2765559,830092,2242147	1
2249522,1673601,1236164,2765559,830092,2242147	1
1935448,1291646,1236164,2765559,830092,2242147	1
433630,1291646,1236164,2765559,830092,2242147	1
246588,1291646,1236164,2765559,830092,2242147	1
2549756,1291646,1236164,2765559,830092,2242147	1
3913180,1291646,1236164,2765559,830092,2242147	1
266779,1291646,1236164,2765559,830092,2242147	1
2249522,1291646,1236164,2765559,830092,2242147	1
1935448,1604710,1236164,2765559,830092,2242147	1
433630,1604710,1236164,2765559,830092,2242147	1
2549756,1604710,1236164,2765559,830092,2242147	1
3913180,1604710,1236164,2765559,830092,2242147	1
266779,1604710,1236164,2765559,830092,2242147	1
2249522,1604710,1236164,2765559,830092,2242147	1
1935448,790543,1236164,2765559,830092,2242147	1
246588,790543,1236164,2765559,830092,2242147	1
2549756,790543,1236164,2765559,830092,2242147	1
3913180,790543,1236164,2765559,830092,2242147	1
266779,790543,1236164,2765559,830092,2242147	1
2249522,790543,1236164,2765559,830092,2242147	1
1935448,454594,1236164,2765559,830092,2242147	1
433630,454594,1236164,2765559,830092,2242147	1
246588,454594,1236164,2765559,830092,2242147	1
2549756,454594,1236164,2765559,830092,2242147	1
3913180,454594,1236164,2765559,830092,2242147	1
2249522,454594,1236164,2765559,830092,2242147	1
1935448,4555078,1236164,2765559,830092,2242147	1
433630,4555078,1236164,2765559,830092,2242147	1
246588,4555078,1236164,2765559,830092,2242147	1
3913180,4555078,1236164,2765559,830092,2242147	1
266779,4555078,1236164,2765559,830092,2242147	1
2249522,4555078,1236164,2765559,830092,2242147	1
1935448,1619704,1236164,2765559,830092,2242147	1
433630,1619704,1236164,2765559,830092,2242147	1
246588,1619704,1236164,2765559,830092,2242147	1
2549756,1619704,1236164,2765559,830092,2242147	1
3913180,1619704,1236164,2765559,830092,2242147	1
322125,845632,2716520,2277974,788000,1991628	1
322125,4410014,2716520,2277974,788000,1991628	1
256939,3986304,1236383,3796287,5728727,1108739	1
256939,436304,1236383,3796287,5728727,1108739	1
257202,5769233,1201135,3366237,779679,1988660	1
257202,1546445,1201135,3366237,779679,1988660	1
257202,5797130,1201135,3366237,779679,1988660	1
433763,5769233,1201135,3366237,779679,1988660	1
433763,1546445,1201135,3366237,779679,1988660	1
433763,5797130,1201135,3366237,779679,1988660	1
2202692,5769233,1201135,3366237,779679,1988660	1
2202692,1546445,1201135,3366237,779679,1988660	1
749758,5769233,1201135,3366237,779679,1988660	1
2247959,5769233,1201135,3366237,779679,1988660	1
1196240,455952,1201135,3366237,779679,1988660	1
2549776,455952,1201135,3366237,779679,1988660	1
1789243,455952,1201135,3366237,779679,1988660	1
1674433,455952,1201135,3366237,779679,1988660	1
749758,1546445,1201135,3366237,779679,1988660	1
2247959,1546445,1201135,3366237,779679,1988660	1
749758,5797130,1201135,3366237,779679,1988660	1
2247959,5797130,1201135,3366237,779679,1988660	1
2283729,5769233,1201135,3366237,779679,1988660	1
1120792,1546445,1201135,3366237,779679,1988660	1
2179100,5769217,411469,1496846,829134,1990264	1
456389,5769217,411469,1496846,829134,1990264	1
1349088,5769217,411469,1496846,829134,1990264	1
1349091,5769217,411469,1496846,829134,1990264	1
262338,5769217,411469,1496846,829134,1990264	1
1349966,5769217,411469,1496846,829134,1990264	1
1349967,5769217,411469,1496846,829134,1990264	1
456389,2181449,411469,1496846,829134,1990264	1
1349088,2181449,411469,1496846,829134,1990264	1
1349091,2181449,411469,1496846,829134,1990264	1
262338,2181449,411469,1496846,829134,1990264	1
1349966,2181449,411469,1496846,829134,1990264	1
1349967,2181449,411469,1496846,829134,1990264	1
2179100,456390,411469,1496846,829134,1990264	1
262338,456390,411469,1496846,829134,1990264	1
1349966,456390,411469,1496846,829134,1990264	1
1349967,456390,411469,1496846,829134,1990264	1
2179100,733887,411469,1496846,829134,1990264	1
1349966,733887,411469,1496846,829134,1990264	1
1349967,733887,411469,1496846,829134,1990264	1
2179100,1265266,411469,1496846,829134,1990264	1
456389,1265266,411469,1496846,829134,1990264	1
1349088,1265266,411469,1496846,829134,1990264	1
1349091,1265266,411469,1496846,829134,1990264	1
262338,1265266,411469,1496846,829134,1990264	1
264984,456592,4142493,3796372,456776,2014518	1
1951248,456592,4142493,3796372,456776,2014518	1
264984,2313271,4142493,3796372,456776,2014518	1
1951248,2313271,4142493,3796372,456776,2014518	1
3123546,604112,5919571,3215529,3243144,4176941	1
268856,1370372,1417099,1612447,2819611,891252	1
349064,1007050,728016,4799421,4548974,487168	1
349064,1279983,728016,4799421,4548974,487168	1
349064,545189,728016,4799421,4548974,487168	1
349064,720499,728016,4799421,4548974,487168	1
349064,3056529,728016,4799421,4548974,487168	1
349064,1859967,728016,4799421,4548974,487168	1
2248411,1007050,728016,4799421,4548974,487168	1
2248411,376608,728016,4799421,4548974,487168	1
2248411,1279983,728016,4799421,4548974,487168	1
2248411,545189,728016,4799421,4548974,487168	1
2248411,720499,728016,4799421,4548974,487168	1
2248411,1023537,728016,4799421,4548974,487168	1
2248411,1240561,728016,4799421,4548974,487168	1
2248411,3056529,728016,4799421,4548974,487168	1
2248411,1859967,728016,4799421,4548974,487168	1
4422211,376608,728016,4799421,4548974,487168	1
1349170,545189,728016,4799421,4548974,487168	1
254835,720499,728016,4799421,4548974,487168	1
2276884,3056529,728016,4799421,4548974,487168	1
328870,1859967,728016,4799421,4548974,487168	1
275959,1993312,576747,2668971,3327973,1996405	1
2046654,1993312,576747,2668971,3327973,1996405	1
3016317,1993312,576747,2668971,3327973,1996405	1
275959,3016323,576747,2668971,3327973,1996405	1
2046654,3016323,576747,2668971,3327973,1996405	1
2303351,973004,1001937,2668781,3322131,5893635	1
2631735,973004,1001937,2668781,3322131,5893635	1
24885,973004,1001937,2668781,3322131,5893635	1
36015,973004,1001937,2668781,3322131,5893635	1
2111810,973004,1001937,2668781,3322131,5893635	1
5108281,973004,1001937,2668781,3322131,5893635	1
3640395,973004,1001937,2668781,3322131,5893635	1
3732147,973004,1001937,2668781,3322131,5893635	1
373233,973004,1001937,2668781,3322131,5893635	1
5130873,973004,1001937,2668781,3322131,5893635	1
858123,973004,1001937,2668781,3322131,5893635	1
2251042,973004,1001937,2668781,3322131,5893635	1
3874107,973004,1001937,2668781,3322131,5893635	1
4305914,973004,1001937,2668781,3322131,5893635	1
277287,4945826,1001937,2668781,3322131,5893635	1
42149,3660217,1001937,2668781,3322131,5893635	1
42149,740085,1001937,2668781,3322131,5893635	1
24885,740085,1001937,2668781,3322131,5893635	1
42149,464491,1001937,2668781,3322131,5893635	1
24885,464491,1001937,2668781,3322131,5893635	1
24885,537407,1001937,2668781,3322131,5893635	1
24885,537408,1001937,2668781,3322131,5893635	1
2111810,2151042,1001937,2668781,3322131,5893635	1
5108281,5108119,1001937,2668781,3322131,5893635	1
3732147,6607917,1001937,2668781,3322131,5893635	1
3640395,5124546,1001937,2668781,3322131,5893635	1
5130873,5124546,1001937,2668781,3322131,5893635	1
3732147,6607916,1001937,2668781,3322131,5893635	1
858123,4554097,1001937,2668781,3322131,5893635	1
6337799,727859,4935833,2675552,2374285,2432199	1
6337799,1544173,4935833,2675552,2374285,2432199	1
277802,1544173,4935833,2675552,2374285,2432199	1
2233735,2061963,1221738,2668778,3322124,2913050	1
320326,2061963,1221738,2668778,3322124,2913050	1
2111438,2061963,1221738,2668778,3322124,2913050	1
320329,2061963,1221738,2668778,3322124,2913050	1
2123577,2061963,1221738,2668778,3322124,2913050	1
1453153,2061963,1221738,2668778,3322124,2913050	1
2283742,2061963,1221738,2668778,3322124,2913050	1
2467388,2061963,1221738,2668778,3322124,2913050	1
2233735,2061961,1221738,2668778,3322124,2913050	1
320326,2061961,1221738,2668778,3322124,2913050	1
2111438,2061961,1221738,2668778,3322124,2913050	1
320329,2061961,1221738,2668778,3322124,2913050	1
2123577,2061961,1221738,2668778,3322124,2913050	1
1453153,2061961,1221738,2668778,3322124,2913050	1
2283742,2061961,1221738,2668778,3322124,2913050	1
2467388,2061961,1221738,2668778,3322124,2913050	1
2233735,1310863,1221738,2668778,3322124,2913050	1
1898083,1310863,1221738,2668778,3322124,2913050	1
2123577,1310863,1221738,2668778,3322124,2913050	1
1453153,1310863,1221738,2668778,3322124,2913050	1
2283742,1310863,1221738,2668778,3322124,2913050	1
2467388,1310863,1221738,2668778,3322124,2913050	1
2233735,946593,1221738,2668778,3322124,2913050	1
1898083,946593,1221738,2668778,3322124,2913050	1
320326,946593,1221738,2668778,3322124,2913050	1
2111438,946593,1221738,2668778,3322124,2913050	1
2123577,946593,1221738,2668778,3322124,2913050	1
1453153,946593,1221738,2668778,3322124,2913050	1
2283742,946593,1221738,2668778,3322124,2913050	1
2467388,946593,1221738,2668778,3322124,2913050	1
2233735,1248522,1221738,2668778,3322124,2913050	1
1898083,1248522,1221738,2668778,3322124,2913050	1
320326,1248522,1221738,2668778,3322124,2913050	1
2111438,1248522,1221738,2668778,3322124,2913050	1
320329,1248522,1221738,2668778,3322124,2913050	1
1453153,1248522,1221738,2668778,3322124,2913050	1
2467388,1248522,1221738,2668778,3322124,2913050	1
1841194,1272433,579004,2120595,2314477,1996346	1
319434,1272433,579004,2120595,2314477,1996346	1
241202,2160460,579004,2120595,2314477,1996346	1
2184557,1953468,2184541,6742559,4807861,3684667	1
2184557,740064,2184541,6742559,4807861,3684667	1
2184557,853480,2184541,6742559,4807861,3684667	1
287663,740064,2184541,6742559,4807861,3684667	1
853171,740064,2184541,6742559,4807861,3684667	1
287663,853480,2184541,6742559,4807861,3684667	1
853171,853480,2184541,6742559,4807861,3684667	1
853173,853480,2184541,6742559,4807861,3684667	1
1396367,2184045,1456190,3829501,2374670,1960678	1
290543,1427239,1456190,3829501,2374670,1960678	1
1446280,336298,1446665,3792841,771365,3790850	1
1446282,1131028,1446665,3792841,771365,3790850	1
294183,6690656,1488110,1180744,776764,1138521	1
294183,6690658,1488110,1180744,776764,1138521	1
675960,455668,1204990,368199,765434,921231	1
2496166,455668,1204990,368199,765434,921231	1
314391,455668,1204990,368199,765434,921231	1
949296,455668,1204990,368199,765434,921231	1
675960,1333153,1204990,368199,765434,921231	1
2496166,1333153,1204990,368199,765434,921231	1
314391,1333153,1204990,368199,765434,921231	1
949296,1333153,1204990,368199,765434,921231	1
675960,1751122,1204990,368199,765434,921231	1
2496166,1751122,1204990,368199,765434,921231	1
314391,1751122,1204990,368199,765434,921231	1
949296,1751122,1204990,368199,765434,921231	1
675960,451714,1204990,368199,765434,921231	1
2496166,451714,1204990,368199,765434,921231	1
314391,451714,1204990,368199,765434,921231	1
949296,451714,1204990,368199,765434,921231	1
675960,651704,1204990,368199,765434,921231	1
2496166,651704,1204990,368199,765434,921231	1
949296,651704,1204990,368199,765434,921231	1
675960,2112107,1204990,368199,765434,921231	1
2496166,2112107,1204990,368199,765434,921231	1
949296,2112107,1204990,368199,765434,921231	1
675960,358492,1204990,368199,765434,921231	1
2496166,358492,1204990,368199,765434,921231	1
304690,917781,576729,3118758,779809,1409995	1
1316073,917781,576729,3118758,779809,1409995	1
306184,1249571,1963282,1963754,2348121,1963752	1
1184647,2885724,1202002,792983,2313452,1966349	1
250795,2885724,1202002,792983,2313452,1966349	1
775986,2885724,1202002,792983,2313452,1966349	1
1184647,777080,1202002,792983,2313452,1966349	1
250795,777080,1202002,792983,2313452,1966349	1
250795,985537,1202002,792983,2313452,1966349	1
1184647,580905,1202002,792983,2313452,1966349	1
775986,580905,1202002,792983,2313452,1966349	1
1184647,1432431,1202002,792983,2313452,1966349	1
250795,1432431,1202002,792983,2313452,1966349	1
1184647,2194537,1202002,792983,2313452,1966349	1
250795,2194537,1202002,792983,2313452,1966349	1
1184647,1771979,1202002,792983,2313452,1966349	1
250795,1771979,1202002,792983,2313452,1966349	1
775986,1771979,1202002,792983,2313452,1966349	1
1659,875948,1909645,3311673,782619,5394572	1
1659,536368,1909645,3311673,782619,5394572	1
1659,886015,1909645,3311673,782619,5394572	1
1659,5671146,1909645,3311673,782619,5394572	1
1659,5671148,1909645,3311673,782619,5394572	1
1659,5671151,1909645,3311673,782619,5394572	1
1659,5671152,1909645,3311673,782619,5394572	1
5473699,536572,1909645,3311673,782619,5394572	1
1109712,536572,1909645,3311673,782619,5394572	1
1362129,536572,1909645,3311673,782619,5394572	1
7197342,536572,1909645,3311673,782619,5394572	1
5473699,1898696,1909645,3311673,782619,5394572	1
1109712,1898696,1909645,3311673,782619,5394572	1
1362129,1898696,1909645,3311673,782619,5394572	1
7197342,1898696,1909645,3311673,782619,5394572	1
5670753,1898696,1909645,3311673,782619,5394572	1
1109712,875948,1909645,3311673,782619,5394572	1
5670753,5671146,1909645,3311673,782619,5394572	1
5670753,5671148,1909645,3311673,782619,5394572	1
5670753,5671151,1909645,3311673,782619,5394572	1
5670753,5671152,1909645,3311673,782619,5394572	1
32527,600678,994293,3365237,372916,4448419	1
2308009,918970,994293,3365237,372916,4448419	1
1488273,918970,994293,3365237,372916,4448419	1
4495560,918970,994293,3365237,372916,4448419	1
2247422,918970,994293,3365237,372916,4448419	1
2476856,918970,994293,3365237,372916,4448419	1
259128,918970,994293,3365237,372916,4448419	1
2707122,918970,994293,3365237,372916,4448419	1
2247422,939580,994293,3365237,372916,4448419	1
2476856,939580,994293,3365237,372916,4448419	1
259128,600678,994293,3365237,372916,4448419	1
3735301,1923336,411538,1030652,787942,2514413	1
3186573,1923336,411538,1030652,787942,2514413	1
3735301,5086517,411538,1030652,787942,2514413	1
3186573,5086517,411538,1030652,787942,2514413	1
1086939,3535505,5368473,3350676,829989,1990278	1
1086939,734249,5368473,3350676,829989,1990278	1
1086939,6063765,5368473,3350676,829989,1990278	1
2249074,1021888,1296101,3786481,3751499,891100	1
2249074,743383,1296101,3786481,3751499,891100	1
2249074,5170142,1296101,3786481,3751499,891100	1
324656,1021888,1296101,3786481,3751499,891100	1
324656,743383,1296101,3786481,3751499,891100	1
5177220,5170142,1296101,3786481,3751499,891100	1
20362,1918069,729266,2115334,2374251,2161900	1
64257,1918069,729266,2115334,2374251,2161900	1
2047584,1918069,729266,2115334,2374251,2161900	1
323770,1918069,729266,2115334,2374251,2161900	1
64496,1918069,729266,2115334,2374251,2161900	1
1053192,1918069,729266,2115334,2374251,2161900	1
375828,1918069,729266,2115334,2374251,2161900	1
20719,1918069,729266,2115334,2374251,2161900	1
426710,1918069,729266,2115334,2374251,2161900	1
513069,1918069,729266,2115334,2374251,2161900	1
2111481,1918069,729266,2115334,2374251,2161900	1
3185801,1918069,729266,2115334,2374251,2161900	1
5340472,1918069,729266,2115334,2374251,2161900	1
240217,1918069,729266,2115334,2374251,2161900	1
2047579,3837457,729266,2115334,2374251,2161900	1
2047579,1230910,729266,2115334,2374251,2161900	1
2047579,1929710,729266,2115334,2374251,2161900	1
2047579,1929713,729266,2115334,2374251,2161900	1
2047579,6681492,729266,2115334,2374251,2161900	1
2047579,561873,729266,2115334,2374251,2161900	1
2047579,6712578,729266,2115334,2374251,2161900	1
2047579,375830,729266,2115334,2374251,2161900	1
2047579,5087616,729266,2115334,2374251,2161900	1
2047579,1272319,729266,2115334,2374251,2161900	1
2047579,4557122,729266,2115334,2374251,2161900	1
2047579,4986894,729266,2115334,2374251,2161900	1
2047579,781055,729266,2115334,2374251,2161900	1
2047579,5769231,729266,2115334,2374251,2161900	1
2047579,1213969,729266,2115334,2374251,2161900	1
2047579,1123851,729266,2115334,2374251,2161900	1
2047579,1213956,729266,2115334,2374251,2161900	1
2047579,4557313,729266,2115334,2374251,2161900	1
2047579,831171,729266,2115334,2374251,2161900	1
20362,6681492,729266,2115334,2374251,2161900	1
64257,6681492,729266,2115334,2374251,2161900	1
20362,561873,729266,2115334,2374251,2161900	1
64257,561873,729266,2115334,2374251,2161900	1
1053192,375830,729266,2115334,2374251,2161900	1
375828,375830,729266,2115334,2374251,2161900	1
323770,1272319,729266,2115334,2374251,2161900	1
64496,4557122,729266,2115334,2374251,2161900	1
2111481,4557122,729266,2115334,2374251,2161900	1
375828,4986894,729266,2115334,2374251,2161900	1
375828,781055,729266,2115334,2374251,2161900	1
20719,781055,729266,2115334,2374251,2161900	1
20719,5769231,729266,2115334,2374251,2161900	1
426710,1213969,729266,2115334,2374251,2161900	1
513069,1123851,729266,2115334,2374251,2161900	1
2111481,4557313,729266,2115334,2374251,2161900	1
240217,831171,729266,2115334,2374251,2161900	1
435784,895310,379427,5003714,830164,5384369	1
435784,5003709,379427,5003714,830164,5384369	1
1844755,4554189,397611,778578,3694724,849444	1
3552554,4554189,397611,778578,3694724,849444	1
1844755,2258235,397611,778578,3694724,849444	1
3626661,2258235,397611,778578,3694724,849444	1
3552554,2258235,397611,778578,3694724,849444	1
1844755,872348,397611,778578,3694724,849444	1
3626661,872348,397611,778578,3694724,849444	1
3552554,872348,397611,778578,3694724,849444	1
1844755,6865851,397611,778578,3694724,849444	1
3626661,6865851,397611,778578,3694724,849444	1
3552554,6865851,397611,778578,3694724,849444	1
1844755,778583,397611,778578,3694724,849444	1
3626661,778583,397611,778578,3694724,849444	1
1871885,591199,374998,2614797,765451,1999711	1
1871885,611090,374998,2614797,765451,1999711	1
1871885,1284290,374998,2614797,765451,1999711	1
1871885,1896124,374998,2614797,765451,1999711	1
1871885,1604507,374998,2614797,765451,1999711	1
1871885,1048188,374998,2614797,765451,1999711	1
1894576,591199,374998,2614797,765451,1999711	1
2248737,591199,374998,2614797,765451,1999711	1
1894576,611090,374998,2614797,765451,1999711	1
2248737,611090,374998,2614797,765451,1999711	1
1894576,1284290,374998,2614797,765451,1999711	1
2248737,1284290,374998,2614797,765451,1999711	1
1894576,1896124,374998,2614797,765451,1999711	1
1894576,1604507,374998,2614797,765451,1999711	1
2248737,1604507,374998,2614797,765451,1999711	1
1894576,1048188,374998,2614797,765451,1999711	1
2248737,1048188,374998,2614797,765451,1999711	1
2549261,1284290,374998,2614797,765451,1999711	1
1048189,1604507,374998,2614797,765451,1999711	1
1048189,1048188,374998,2614797,765451,1999711	1
716109,6990155,1054667,1012592,829896,923352	1
1642551,6990155,1054667,1012592,829896,923352	1
716109,1037645,1054667,1012592,829896,923352	1
1642551,1037645,1054667,1012592,829896,923352	1
1642551,459251,1054667,1012592,829896,923352	1
716109,618944,1054667,1012592,829896,923352	1
1642551,618944,1054667,1012592,829896,923352	1
716109,950334,1054667,1012592,829896,923352	1
1642551,950334,1054667,1012592,829896,923352	1
716109,1195815,1054667,1012592,829896,923352	1
1642551,1195815,1054667,1012592,829896,923352	1
716109,1195817,1054667,1012592,829896,923352	1
1642551,1195817,1054667,1012592,829896,923352	1
716109,1642424,1054667,1012592,829896,923352	1
1642551,1642424,1054667,1012592,829896,923352	1
716109,1642425,1054667,1012592,829896,923352	1
1642551,1642425,1054667,1012592,829896,923352	1
716109,1642426,1054667,1012592,829896,923352	1
1642551,1642426,1054667,1012592,829896,923352	1
716109,4621017,1054667,1012592,829896,923352	1
1642551,4621017,1054667,1012592,829896,923352	1
887271,505667,1033690,4638524,787895,1990606	1
887513,505667,1033690,4638524,787895,1990606	1
2865319,505667,1033690,4638524,787895,1990606	1
887271,699452,1033690,4638524,787895,1990606	1
887513,699452,1033690,4638524,787895,1990606	1
2865319,699452,1033690,4638524,787895,1990606	1
887271,4344842,1033690,4638524,787895,1990606	1
887513,4344842,1033690,4638524,787895,1990606	1
2865319,4344842,1033690,4638524,787895,1990606	1
887271,1330710,1033690,4638524,787895,1990606	1
887513,1330710,1033690,4638524,787895,1990606	1
2865319,1330710,1033690,4638524,787895,1990606	1
887271,1430170,1033690,4638524,787895,1990606	1
887513,1430170,1033690,4638524,787895,1990606	1
2865319,1430170,1033690,4638524,787895,1990606	1
887513,1330718,1033690,4638524,787895,1990606	1
2865319,1330718,1033690,4638524,787895,1990606	1
887271,1346745,1033690,4638524,787895,1990606	1
2865319,1346745,1033690,4638524,787895,1990606	1
887513,1156312,1033690,4638524,787895,1990606	1
2865319,1156312,1033690,4638524,787895,1990606	1
887271,4344843,1033690,4638524,787895,1990606	1
2865319,4344843,1033690,4638524,787895,1990606	1
2009630,399418,760622,3560869,834059,4159707	1
555276,619107,990361,3373173,822746,1990457	1
2861785,445877,519393,3192747,782671,5891822	1
2861785,3949483,519393,3192747,782671,5891822	1
433849,1283002,1488955,2756263,829102,1995395	1
2133415,1283002,1488955,2756263,829102,1995395	1
2133415,740922,1488955,2756263,829102,1995395	1
2133415,740923,1488955,2756263,829102,1995395	1
2133415,740924,1488955,2756263,829102,1995395	1
2133415,740926,1488955,2756263,829102,1995395	1
433849,4524789,1488955,2756263,829102,1995395	1
555267,4242104,1064906,5729363,3922570,5886369	1
433729,934550,1064906,5729363,3922570,5886369	1
433729,4242104,1064906,5729363,3922570,5886369	1
4736846,998415,1064906,5729363,3922570,5886369	1
2203415,5101739,520462,3369457,779672,891943	1
904806,520784,520462,3369457,779672,891943	1
361345,520784,520462,3369457,779672,891943	1
2203415,520789,520462,3369457,779672,891943	1
1890978,2409226,2900962,2681403,782648,1138487	1
1349963,2409226,2900962,2681403,782648,1138487	1
1551041,2409226,2900962,2681403,782648,1138487	1
775440,2409226,2900962,2681403,782648,1138487	1
775440,2075084,2900962,2681403,782648,1138487	1
1551041,1551040,2900962,2681403,782648,1138487	1
775440,6690615,2900962,2681403,782648,1138487	1
775440,6690618,2900962,2681403,782648,1138487	1
436325,652955,1066251,1181198,3624402,1965139	1
1213444,652955,1066251,1181198,3624402,1965139	1
436325,652957,1066251,1181198,3624402,1965139	1
1213444,652957,1066251,1181198,3624402,1965139	1
436325,652953,1066251,1181198,3624402,1965139	1
1213444,652953,1066251,1181198,3624402,1965139	1
436489,843306,844917,2748134,2781873,2991722	1
255188,843306,844917,2748134,2781873,2991722	1
436489,2667303,844917,2748134,2781873,2991722	1
255188,2667303,844917,2748134,2781873,2991722	1
7198675,806218,4935750,2135451,763636,2137667	1
